variable,bin,n,eventos,no_eventos,pct_eventos,pct_no_eventos,woe,iv_bin
fiducuenta_tendencia_relativa_6m,"(0.0205, 0.0256]",13736,2579,11157,0.04184680775127146,0.013971456030453579,-1.0969991223279605,0.03057923637232042
fiducuenta_tendencia_relativa_6m,"(0.0256, 0.0288]",13736,2625,11111,0.042593058248095846,0.013913854688091861,-1.1188062042030715,0.032086470874535276
fiducuenta_tendencia_relativa_6m,"(0.0288, 0.0614]",13736,2606,11130,0.0422848243472336,0.01393764654689344,-1.1098346954644578,0.03146068144131736
fiducuenta_tendencia_relativa_6m,"(0.0614, 0.704]",13736,4018,9718,0.06519147003236456,0.012169535777007672,-1.6783928712413323,0.08899163647361759
fiducuenta_tendencia_relativa_6m,"(0.704, 4.0]",13736,3871,9865,0.06280671300990404,0.012353609631946205,-1.6261136645639436,0.08204248082255448
fiducuenta_tendencia_relativa_6m,Sin dato,722863,29173,693690,0.47327693193708786,0.8686413909471977,0.6072496745009713,0.24008493904314185
fiducuenta_tenencia,0,679369,18272,661097,0.2964534289468988,0.8278330002454332,1.0269213067361083,0.5456850037307639
fiducuenta_tenencia,1,180854,43364,137490,0.7035465710531013,0.1721669997545668,-1.4076691388712597,0.748006623543587
grupo_edad,18-25,110400,3618,106782,0.05870519237165084,0.13371387928341155,0.8231741088726573,0.06174520900629678
grupo_edad,26-35,212490,16223,196267,0.2632040039910121,0.24576769416577604,-0.06854265495733498,0.0011951309680803468
grupo_edad,36-49,236761,22529,214232,0.36551019249332806,0.2682636072725725,-0.30932405892937315,0.030080708457505306
grupo_edad,50-65,163234,13056,150178,0.211823778969313,0.1880546889234081,-0.11902187867496229,0.002829041751657948
grupo_edad,65+,137338,6210,131128,0.10075683217469601,0.16420013035483186,0.4883759792204718,0.030984182873700222
ingresos_mensuales,"(-0.001, 1042282.9]",85998,922,85076,0.01496556702870631,0.10653305659644938,1.9627032966539264,0.1797198136409333
ingresos_mensuales,"(1042282.9, 1200000.0]",88916,1307,87609,0.021211359230388617,0.1097048870356283,1.6432570644473048,0.14541761472382414
ingresos_mensuales,"(1200000.0, 1423000.0]",83111,1487,81624,0.02413146987013619,0.10221045151313092,1.4435171454192326,0.11270834869853642
ingresos_mensuales,"(1423000.0, 1700000.0]",86108,1812,84296,0.029403891858569307,0.10555633818248981,1.2781177798658099,0.09733179562687955
ingresos_mensuales,"(1700000.0, 2000000.0]",91943,2028,89915,0.032908024626266394,0.11259246737228311,1.2300582785980825,0.09801650847521277
ingresos_mensuales,"(2000000.0, 2500000.0]",90103,3117,86986,0.05057469399673921,0.10892476450755548,0.7672060774815707,0.044766528717376415
ingresos_mensuales,"(2500000.0, 3552614.9]",75803,6442,69361,0.10451562664763187,0.08685468496135389,-0.18510016315504452,0.003269043187601781
ingresos_mensuales,"(3552614.9, 5364485.8]",85997,11354,74643,0.18420220143896562,0.09346882170819285,-0.6784061520825102,0.06155408300859479
ingresos_mensuales,"(5364485.8, 7000000.0]",86347,12973,73374,0.2104669743598063,0.09187977598086634,-0.828847809764228,0.09829073964246039
ingresos_mensuales,"(7000000.0, 9000008796700.0]",85648,20193,65455,0.32759585668745894,0.08196357967298716,-1.3855057061539002,0.3403249214191261
ingresos_mensuales,Sin dato,249,1,248,2.4334255331229773e-05,0.0003111724690627573,2.5484622792818383,0.0007309963679513797
n_productos_inversion_no_etiqueta,0,658248,17269,640979,0.28017846278645303,0.8026405338919856,1.0524801925554732,0.5498809812000822
n_productos_inversion_no_etiqueta,1,197122,42093,155029,0.682920300141959,0.1941293920460913,-1.2578532558530164,0.6148272351797398
n_productos_inversion_no_etiqueta,2,4853,2274,2579,0.03690123707158791,0.0032300740619230052,-2.435740009100196,0.08201419889557539
n_productos_no_etiqueta,0,376075,1776,374299,0.028821038628141275,0.46870045955997447,2.788858257054946,1.2267613551742913
n_productos_no_etiqueta,1,279452,11869,267583,0.19256477230324956,0.3350699357617801,0.5539066968762979,0.07893456437913157
n_productos_no_etiqueta,2,103652,19768,83884,0.3207141582439689,0.10504075933833382,-1.1162017946552576,0.24073503491786918
n_productos_no_etiqueta,3,97306,26371,70935,0.4278378948393063,0.08882593070286379,-1.5720657536718714,0.5329490989039379
n_productos_no_etiqueta,4,3621,1785,1836,0.02896705008192865,0.00229967818279718,-2.5333897873235047,0.06755884762401748
n_productos_no_etiqueta,5,117,67,50,0.0010950859034053115,6.323645425061671e-05,-2.8517071471458935,0.0029425324489329966
patrimonio_por_ingreso,"(-6125000.001, 0.0]",163339,2541,160798,0.04123033994954698,0.20135237934240555,1.5858821122916467,0.2539346780567928
patrimonio_por_ingreso,"(0.0, 0.000692]",6795,139,6656,0.002263085745804369,0.00833528990066899,1.3037690404638707,0.007916751784488574
patrimonio_por_ingreso,"(0.000692, 0.0281]",85067,2428,82639,0.039397159381261,0.10348143765437316,0.9656985335039174,0.061886093549001375
patrimonio_por_ingreso,"(0.0281, 0.101]",85067,4284,80783,0.06950674464443597,0.10115734871038734,0.37525341947926394,0.011876997404332545
patrimonio_por_ingreso,"(0.101, 0.242]",85067,6387,78680,0.10362337061882011,0.09852396560198098,-0.050463065320728105,0.00025733160846160154
patrimonio_por_ingreso,"(0.242, 0.482]",85066,8122,76944,0.13176999261860922,0.09635014102937356,-0.31306906396112494,0.011088859782683973
patrimonio_por_ingreso,"(0.482, 0.872]",85067,9260,75807,0.15023158099656886,0.09492638611056327,-0.4590762686827383,0.025389302507039108
patrimonio_por_ingreso,"(0.872, 1.611]",85067,10399,74668,0.168709392211416,0.09350012678556335,-0.5902148697582738,0.04438962679793507
patrimonio_por_ingreso,"(1.611, 3.196]",85067,10148,74919,0.1646374601526569,0.09381442976236316,-0.5624271656939781,0.03983279624827138
patrimonio_por_ingreso,"(3.196, 70000000.0]",85067,7873,77194,0.12773050623362509,0.09666319180307854,-0.278689937555534,0.008658147918667156
patrimonio_por_ingreso,Sin dato,9554,55,9499,0.0009003674472555015,0.011895303299242104,2.5810959657255252,0.028378984570973563
pct_ahorro_ingreso,"(-19999999.001, 0.25]",85695,3082,82613,0.05000730033581545,0.10344894514345247,0.7269092058763729,0.03884722358784661
pct_ahorro_ingreso,"(0.25, 0.53]",84441,4299,80142,0.06975065297448127,0.10035474935887162,0.3637846197643748,0.011133299566427722
pct_ahorro_ingreso,"(0.53, 0.667]",85890,4584,81306,0.07437419899093137,0.10181231467382594,0.3140219721532807,0.008616171198912415
pct_ahorro_ingreso,"(0.667, 0.762]",84246,5181,79065,0.08405931117275839,0.09900612578137521,0.16365908972757642,0.002446182073173071
pct_ahorro_ingreso,"(0.762, 0.83]",85067,5650,79417,0.09166788338930257,0.09944690154672223,0.08145176667623497,0.0006336147719283414
pct_ahorro_ingreso,"(0.83, 0.894]",85294,7507,77787,0.12179393585438264,0.09740580922423465,-0.22344471447629102,0.005449397991485046
pct_ahorro_ingreso,"(0.894, 0.938]",84841,8169,76672,0.13253354098732986,0.09600960189934285,-0.3223875466678782,0.011774863117223155
pct_ahorro_ingreso,"(0.938, 0.977]",85068,9919,75149,0.1609237358251813,0.09410249539188972,-0.5365459974800657,0.03585266910113573
pct_ahorro_ingreso,"(0.977, 1.0]",170136,13190,156946,0.2139890657192453,0.19652901606828016,-0.08511483406897707,0.0014861092288779997
pct_ahorro_ingreso,Sin dato,9545,55,9490,0.0009003747505718597,0.01188404091200513,2.580140613006381,0.028339403142817878
pct_dif_ingreso,"(-0.0229, 0.0219]",74335,8949,65386,0.14518627872456055,0.08187717765944459,-0.572797307814251,0.03626328265023875
pct_dif_ingreso,"(-0.0944, -0.0229]",74334,8992,65342,0.14588386071072248,0.0818220807232725,-0.5782636878914499,0.037044601148433505
pct_dif_ingreso,"(-0.193, -0.0944]",74335,7270,67065,0.11794813559047071,0.08397962665564727,-0.339670769338158,0.011538109563161569
pct_dif_ingreso,"(-0.34, -0.193]",74335,5034,69301,0.08167387231005085,0.08677955277566468,0.06063687646303909,0.0003095925156531775
pct_dif_ingreso,"(-0.533, -0.34]",74334,2904,71430,0.04711922973970458,0.08944549316453636,0.640948232405254,0.02712894372646508
pct_dif_ingreso,"(-0.876, -0.533]",74335,2429,71906,0.03941338221814849,0.09004154183767066,0.8261657309683335,0.041827250499643996
pct_dif_ingreso,"(-29999999.001, -0.876]",74335,2357,71978,0.03824533796224946,0.09013170046049769,0.8572502696396126,0.04447959824224198
pct_dif_ingreso,"(0.0219, 0.106]",74334,9083,65251,0.14736013886748375,0.08170813024164389,-0.5897260045990251,0.03871669674081728
pct_dif_ingreso,"(0.106, 0.261]",74335,7062,67273,0.1145737855178735,0.08424008489936984,-0.3075481547988779,0.009329073653442385
pct_dif_ingreso,"(0.261, 1.0]",74335,7013,67322,0.11377886651038667,0.08430144285101601,-0.2998578166246434,0.008839035898218491
pct_dif_ingreso,Sin dato,116876,543,116333,0.008817111848348921,0.1456731687312365,2.8046711804722397,0.3838362386125044
ratio_egreso_ingreso,"(-0.001, 0.0235]",170136,13190,156946,0.2139890657192453,0.19652901606828016,-0.08511483406897707,0.0014861092288779997
ratio_egreso_ingreso,"(0.0235, 0.0624]",85068,9919,75149,0.1609237358251813,0.09410249539188972,-0.5365459974800657,0.03585266910113573
ratio_egreso_ingreso,"(0.0624, 0.106]",85278,8169,77109,0.13253354098732986,0.09655681499439013,-0.3167041614044624,0.011393978835672102
ratio_egreso_ingreso,"(0.106, 0.17]",84857,7507,77350,0.12179393585438264,0.09685859612918737,-0.22907842324933325,0.005712148307434194
ratio_egreso_ingreso,"(0.17, 0.238]",85072,5650,79422,0.09166788338930257,0.09945316256611636,0.08151472311040317,0.0006346148764351637
ratio_egreso_ingreso,"(0.238, 0.333]",87577,5323,82254,0.08636297269674405,0.10299940395095368,0.17616417412627366,0.002930743172306367
ratio_egreso_ingreso,"(0.333, 0.47]",82554,4442,78112,0.07207053746694571,0.09781277548485334,0.30540987071225173,0.007861933584893182
ratio_egreso_ingreso,"(0.47, 0.75]",85806,4366,81440,0.07083759186255902,0.10198010999358871,0.364387975904631,0.011347959146339183
ratio_egreso_ingreso,"(0.75, 20000000.0]",84330,3015,81315,0.04892036144773771,0.10182358450873537,0.7330480528833355,0.03878060465611711
ratio_egreso_ingreso,Sin dato,9545,55,9490,0.0009003747505718597,0.01188404091200513,2.580140613006381,0.028339403142817878
ratio_liquidez_patrimonio,"(-2628070.521, 0.0]",298866,2698,296168,0.04377839065541856,0.3708638088833959,2.136694571647404,0.69888163759274
ratio_liquidez_patrimonio,"(0.0, 0.000466]",48950,2354,46596,0.038197598961713174,0.05834839110383162,0.4236591259216077,0.008537066985557904
ratio_liquidez_patrimonio,"(0.000466, 0.00982]",69563,8110,61453,0.1315785204412719,0.07695240742758183,-0.5364166416341498,0.02930235608833116
ratio_liquidez_patrimonio,"(0.00982, 0.0438]",69563,11399,58164,0.18493672939649577,0.07283390371291437,-0.9318322061842202,0.10446102337621672
ratio_liquidez_patrimonio,"(0.0438, 0.151]",69563,12494,57069,0.20270116807268007,0.07146273874862101,-1.0425566385317948,0.13682349572228353
ratio_liquidez_patrimonio,"(0.151, 0.643]",69563,12222,57341,0.19828844905905257,0.07180333863016237,-1.0157918100004222,0.12848253926066566
ratio_liquidez_patrimonio,"(0.643, 91000000.0]",69564,9940,59624,0.16126703439325113,0.07466212366530552,-0.7700886721768329,0.06669346070647679
ratio_liquidez_patrimonio,Sin dato,164591,2419,162172,0.039252109020116804,0.2030732878281874,1.643561761891098,0.2692502252768691
ratio_pasivo_activo,"(-0.001, 0.0429]",610426,46487,563939,0.7542019533404718,0.7061698821296061,-0.06580433997785258,0.0031607187438002335
ratio_pasivo_activo,"(0.0429, 0.368]",76160,10138,66022,0.16448457120607418,0.08267394116372752,-0.6879123221727401,0.05627854049084563
ratio_pasivo_activo,"(0.368, 80000000.0]",76288,3927,72361,0.06371880982510789,0.09061169137065499,0.3521034418821147,0.009469076154315139
ratio_pasivo_activo,Sin dato,97349,1084,96265,0.017594665628346152,0.12054448533601139,1.9244230909113667,0.19811901025059309
saldo_invertido_no_etiqueta,"(-0.001, 2024.974]",688178,22676,665502,0.36790103427296694,0.8333484641965168,0.8176379056640848,0.38056746179942214
saldo_invertido_no_etiqueta,"(2024.974, 928094.716]",86022,16311,69711,0.26463597647535997,0.08729339328076975,-1.109080426313618,0.19668718777301442
saldo_invertido_no_etiqueta,"(928094.716, 4064556340.99]",86023,22649,63374,0.3674629892516731,0.07935814252271352,-1.5326515470711661,0.4415643390578411
saldo_liquido_total,"(-16945830.150999997, 0.0]",406099,2989,403110,0.04849974448202857,0.5047774798222618,2.3425591686345646,1.0688575923650787
saldo_liquido_total,"(0.0, 289.27]",24013,465,23548,0.007551975600061649,0.029487578427241496,1.3621599064938577,0.0298797986959577
saldo_liquido_total,"(1990379.846, 6234738.344]",86022,14759,71263,0.2394487301162404,0.08923659873239163,-0.9870480683121943,0.14826659411948545
saldo_liquido_total,"(289.27, 41782.032]",86022,2668,83354,0.043292044873822794,0.10437702426963506,0.880040680212233,0.05375726681824087
saldo_liquido_total,"(41782.032, 618322.172]",86022,7211,78811,0.11699478418871016,0.09868825136286996,-0.17016344867687488,0.0031151027589613844
saldo_liquido_total,"(618322.172, 1990379.846]",86022,9427,76595,0.152945757184922,0.09591336235529975,-0.4666380218032814,0.026613483901998625
saldo_liquido_total,"(6234738.344, 2794805904.22]",86023,24117,61906,0.3912669635542144,0.07751970503030026,-1.6188579357449415,0.5079122392796582
sin_dato_reciente,0,528160,60344,467816,0.9790304524879536,0.5858045700661668,-0.5135765119810312,0.20195157711484435
sin_dato_reciente,1,332063,1292,330771,0.020969547512046337,0.41419542993383324,2.98326664861355,1.17309766040055
tiene_estimador_ingreso,0,114431,500,113931,0.008120122653600922,0.1426661808091281,2.866162242181622,0.38563083171974466
tiene_estimador_ingreso,1,745792,61136,684656,0.991879877346399,0.8573338191908719,-0.14577464517094105,0.019613403886770762
total_activos,"(-0.001, 460583.4]",171995,1746,170249,0.028333414448175727,0.21318708426831223,2.018128279406718,0.3730584186161297
total_activos,"(10902000.0, 24378000.0]",85998,5648,80350,0.09163543745234504,0.10061520776566757,0.09348534825839265,0.0008394769550213327
total_activos,"(200000000.0, 9041914166666.0]",82271,17961,64310,0.29138884833146766,0.08052985754928675,-1.2860306068566145,0.2711711158767814
total_activos,"(2358000.0, 5000000.0]",97172,1907,95265,0.03094531237325806,0.11929182861836833,1.3493513027538144,0.11921048678910058
total_activos,"(24378000.0, 47874054.8]",85996,7271,78725,0.11796531529339238,0.09858037646257413,-0.179518422942377,0.003479953647742938
total_activos,"(460583.4, 2358000.0]",86011,1461,84550,0.023709868431725636,0.10587446405673986,1.496362739922217,0.1229480394340473
total_activos,"(47874054.8, 93453400.0]",85997,9338,76659,0.1514981911390146,0.0959933232489181,-0.4562950456429523,0.025326596227317626
total_activos,"(5000000.0, 10902000.0]",74810,3280,71530,0.053219448094612355,0.08957076955441577,0.5206051388708827,0.018924684756721055
total_activos,"(93453400.0, 200000000.0]",89724,13023,76701,0.21127982998329034,0.09604591581182882,-0.7883570964596799,0.09084547398989735
total_activos,Sin dato,249,1,248,2.433445271815837e-05,0.00031117266388844364,2.54845479393224,0.0007309942143398617
total_egresos_mensuales,"(-0.001, 60000.0]",172103,9232,162871,0.14977855648026475,0.2039483240503286,0.3087087351014259,0.016722680427292646
total_egresos_mensuales,"(1000000.0, 2000000.0]",73195,8130,65065,0.13190084521665774,0.08147527147780093,-0.4817509109576557,0.02429256608425671
total_egresos_mensuales,"(200000.0, 300000.0]",69940,4440,65500,0.07203809152998816,0.08201998016509056,0.12976784998715604,0.0012953282269884655
total_egresos_mensuales,"(2000000.0, 8500000850000.0]",71528,9864,61664,0.1600314725588488,0.0772165260859112,-0.7287569967913393,0.06035197168105353
total_egresos_mensuales,"(300000.0, 400000.0]",51860,3090,48770,0.050137084083645624,0.06107060927231928,0.19726978826016187,0.002156854198906799
total_egresos_mensuales,"(400000.0, 500000.0]",112909,5684,107225,0.09221946431758084,0.1342681870091361,0.37566797740039864,0.015796358605806807
total_egresos_mensuales,"(500000.0, 700000.0]",66908,3963,62945,0.0642997355656138,0.07882059925468825,0.2036188558380091,0.0029567216501490304
total_egresos_mensuales,"(60000.0, 200000.0]",142914,9659,133255,0.1567057640207005,0.16686305397499598,0.06280350744475452,0.0006379134352631271
total_egresos_mensuales,"(700000.0, 1000000.0]",98617,7573,91044,0.1228646517739816,0.11400627604584068,-0.07482985750226949,0.000662870993438348
total_egresos_mensuales,Sin dato,249,1,248,2.433445271815837e-05,0.00031117266388844364,2.54845479393224,0.0007309942143398617
total_pasivos,"(-0.001, 700000.0]",689407,42260,647147,0.6856241279730036,0.8103636538945566,0.16715354318448858,0.020850653732940927
total_pasivos,"(5000000.0, 9000012000000.0]",80054,14009,66045,0.2272867387001525,0.08270274196113395,-1.0109596294427532,0.14616858376663044
total_pasivos,"(700000.0, 5000000.0]",90513,5366,85147,0.08706479768973685,0.10662243031146185,0.2026412628178271,0.003963183372193484
total_pasivos,Sin dato,249,1,248,2.433563710697946e-05,0.0003111738328476851,2.5484098804611266,0.0007309812921192569
total_patrimonio,"(-8999512000000.002, 0.0]",170504,2566,167938,0.04163591087173414,0.21029310943941998,1.6195392797892836,0.27314695789958815
total_patrimonio,"(0.0, 600.0]",1497,39,1458,0.0006408020570557174,0.0018263382137948955,1.0473476592540192,0.0012416685187217843
total_patrimonio,"(147724716.8, 9041902166666.0]",85997,15710,70287,0.2548688789208569,0.08801422502715715,-1.0632507631512982,0.17740833808782197
total_patrimonio,"(16000000.0, 32880000.0]",85897,7677,78220,0.12455083020367771,0.09794795217836381,-0.2402776699455314,0.006392077545767603
total_patrimonio,"(2500000.0, 7000000.0]",86251,4261,81990,0.06913361939602378,0.10266875784583501,0.39546671776726694,0.013262031132617721
total_patrimonio,"(32880000.0, 67677594.6]",85993,9566,76427,0.15519576908413973,0.09570275202935163,-0.4834402914387595,0.02876132150353785
total_patrimonio,"(551000.0, 2500000.0]",86104,2794,83310,0.04533471768208107,0.10432166593099734,0.8334059337749816,0.04916007268592459
total_patrimonio,"(600.0, 551000.0]",86027,1544,84483,0.025056171572722923,0.10579050016122114,1.440340557500818,0.11628492784861175
total_patrimonio,"(67677594.6, 147724716.8]",85996,11637,74359,0.18879326427812432,0.09311319602926399,-0.7068366619644151,0.06763018005755185
total_patrimonio,"(7000000.0, 16000000.0]",85697,5841,79856,0.09476570167825248,0.09999655644148925,0.05372820265619149,0.00028104442478428987
total_patrimonio,Sin dato,260,1,259,2.4334255331229773e-05,0.00032494670310577673,2.591776136351098,0.0007791201684321615
